125968;Lodovico Urso;0;Delfini Argentati;Argento e Nero;Onde Argentate
125969;Massimo Candura;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
125970;Valter De Castro;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
125971;Gaetano Tredese;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
125972;Patrizia Maturani;0;Orsi Polari;Bianco e Blu;
125973;Dorina Modica;0;Pinguini Polari;Bianco e Nero;
125974;Willer Spadoni Urbani;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
125975;Ylenia Loiero;0;Pavoni Reali;Oro e Viola;Ali Reali
125976;Niccolo' Ronconi;0;Delfini Argentati;Argento e Nero;Onde Argentate
125977;Ida Maria Scoma;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
125978;Josefa Speziali;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
125979;Francesco Enrico Danzi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
125980;Giuseppe Maria Preda;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
125981;Ignazio Serra;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
125982;Cesarino Digilio;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
125983;Marino Germano Lauricella;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
125984;Aventino D'ubaldo;0;Rinoceronti Blu;Verde e Argento;Rino Blu
125985;Nico Lo Curzio;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
125986;Silvestro De Vecchis;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
125987;Aniello Preioni;0;Aquile Reali;Blu e Oro;Reali del Cielo
125988;Silvana Fisichella;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
125989;Stefania Cerno;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
125990;Eugenio Pelella;0;Pavoni Reali;Oro e Viola;Ali Reali
125991;Lidia Senese;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
125992;Sauro La Loggia;0;Pavoni Reali;Oro e Viola;Ali Reali
125993;Maria Luisa Della Vedova;0;Aquile Reali;Blu e Oro;Reali del Cielo
125994;Lara Misiani;0;Aquile Blu;Blu e Bianco;Aquile Volanti
125995;Tiziana Latronico;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
125996;Alberto Pietro Maria Semenzato;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
125997;Jas Caselli;0;Pavoni Reali;Oro e Viola;Ali Reali
125998;Tiziana Carmela Rosaria Fabbri;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
125999;Eugenio Pedrazzini;0;Delfini Argentati;Argento e Nero;Onde Argentate
126000;Filadelfio Guido Crescenzio;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126001;Emanuele Papini;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126002;Guido Quintino Cociancich;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126003;Franco Costantino Pirondini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126004;Irene Corrao;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126005;Lara Messina;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126006;Amedeo Strano;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126007;Nicolo' Giuliano;0;Orsi Polari;Bianco e Blu;
126008;Calogero Bressa;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126009;Giusy Nespoli;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126010;Pierantonio Bobba;0;Ippopotami Viola;Viola e Oro;
126011;Silvana Bulgarelli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126012;Patty Ghigo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126013;Etelwardo Corrado;0;Orsi Polari;Bianco e Blu;
126014;Emilio Nicola Potenti;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126015;Lucio Vano;0;Delfini Argentati;Argento e Nero;Onde Argentate
126016;Lucio Zampa;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126017;Marcello Meloni;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126018;Antonio Michele Mussini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126019;Rosa Maria Angrisani;0;Cavalieri d'Argento;Argento e Blu;
126020;Antonio Salvatore Palombo;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126021;Francesco Maria D'alessandro Prisco;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126022;Ernesto Caridi;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126023;Antonello Casson;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126024;Licia Cicolani;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126025;Rocco Vito Caruso;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126026;Susanna Lina Giulia Donati;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126027;Cosimo Formisano;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126028;Furio Borgonzoni;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126029;Nico Cappelletti;0;Pinguini Polari;Bianco e Nero;
126030;Magda Angela Fattorini;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126031;Simonetta Crucioli;0;Cavalieri d'Argento;Argento e Blu;
126032;Manuela La Pietra;0;Pavoni Reali;Oro e Viola;Ali Reali
126033;Stefano Fassone;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126034;Gianmauro Donise;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126035;Romualdo Vittorio Di Stefano;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126036;Romualdo Vittorio Bettoni Brandani;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126037;Euprepio Lunesu;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126038;Anna Maria Faraone;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126039;Luca Cervellini;0;Ippopotami Viola;Viola e Oro;
126040;Ada Sangalli;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126041;Saverio Zaffini;0;Cavalieri d'Argento;Argento e Blu;
126042;Paola Lumia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126043;Felicia Del Vecchio;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126044;Daniele Presutto;0;Cavalieri d'Argento;Argento e Blu;
126045;Beppe Folloni;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126046;Fernando Vetrella;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126047;Cristiano Giaretta;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126048;Emilia Grazia Pecoraro Scanio;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126049;Alessandrina Caridi;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126050;Emanuela De Vecchis;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126051;Luca Salvato;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126052;Fabiola Cursi;0;Delfini Argentati;Argento e Nero;Onde Argentate
126053;Fabrizio Sollo;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126054;Peppe Mazzaracchio;0;Gatti Neri;Nero e Viola;
126055;Vita Maria Perosino;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126056;Lara Piscitelli;0;Pinguini Polari;Bianco e Nero;
126057;Rocco Murelli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126058;Niccolo' Greco;0;Pavoni Reali;Oro e Viola;Ali Reali
126059;Fiorenza Pistorio;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126060;Liborio Pizzinato;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126061;Adelaide Candiani;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126062;Tarcisio Cardinali;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126063;Maria Agostina Brignone;0;Orsi Polari;Bianco e Blu;
126064;Manuel Lombardo;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126065;Gianluca Dal Mas;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126066;Fulvio Scotti;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126067;Vilma Terracini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126068;Vincenzo Digilio;0;Orsi Polari;Bianco e Blu;
126069;Liliana Modica;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126070;Ludovico Livi Bacci;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126071;Cosimo Giaretta;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126072;Maria Domenica Leddi;0;Orsi Polari;Bianco e Blu;
126073;Vera Liliana Cozzolino;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126074;Silvia Centaro;0;Pavoni Reali;Oro e Viola;Ali Reali
126075;Ilaria Abate;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126076;Leonzio Barbato;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126077;Tilde Amorena;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126078;Guido Cesare Ucchielli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126079;Julia Toninelli;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126080;Barbara Ucchielli;0;Pinguini Polari;Bianco e Nero;
126081;Antonino Toia;0;Ippopotami Viola;Viola e Oro;
126082;Davide Tajani;0;Gatti Neri;Nero e Viola;
126083;Massimiliano Garavaglia;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126084;Raffaella Mennuni;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126085;Gregorio Pinotti;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126086;Patrizio Giacomo Albertini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126087;Costanzo Buccarella;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126088;Maria Adduce;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126089;Tiziano Monticone;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126090;Carlo Azeglio Avogadro;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126091;Santo Poli;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126092;Emilio Gatti;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126093;Lionello Marco Borea;0;Gatti Neri;Nero e Viola;
126094;Isabella Speranzon;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126095;Lucio Alessio Fregolent;0;Cavalieri d'Argento;Argento e Blu;
126096;Davide Salvitti;0;Pinguini Polari;Bianco e Nero;
126097;Fulvio Fedeli;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126098;Ylenia Pirondini;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126099;Silvano Milana;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126100;Elio Rocchi;0;Ippopotami Viola;Viola e Oro;
126101;Laura Moncada;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126102;Maria Teresa Sambin;0;Gatti Neri;Nero e Viola;
126103;Bianca Laura D'angelo;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126104;Pietro Nastri;0;Cavalieri d'Argento;Argento e Blu;
126105;Adolfo Fucksia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126106;Niccolo' Sudano;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126107;Benedetto Alicata;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126108;Michela Agostinelli;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126109;Giorgio Maria Sallemi;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126110;Beatrice Divina;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126111;Danilo Carpinelli;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126112;Benedetto Tosato;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126113;Cesarino Pezzopane;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126114;Pippo Ricchiuti;0;Cavalieri d'Argento;Argento e Blu;
126115;Anna Cinzia Provera;0;Ippopotami Viola;Viola e Oro;
126116;Fedele Scivoletto;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126117;Peppe Curto;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126118;Antonio Franco Scarpetti;0;Orsi Polari;Bianco e Blu;
126119;Aurora Saccone;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126120;Lucia Monteleone;0;Aquile Reali;Blu e Oro;Reali del Cielo
126121;Elvio Aimi;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126122;Giuseppe Francesco Maria Maggi;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126123;Michaela Orsi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126124;Rossana Lauria;0;Aquile Reali;Blu e Oro;Reali del Cielo
126125;Egidio Luigi Polledri;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126126;Cesarino Cintola;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126127;Sabina Durigon;0;Ippopotami Viola;Viola e Oro;
126128;Martino Crescenzio;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126129;Angela Anna Bruna Toniolli;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126130;Gianrico Durigon;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126131;Rossella Mangialavori;0;Aquile Reali;Blu e Oro;Reali del Cielo
126132;Fiorenza Sbarbati;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126133;Cinzia Maria Oliva;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126134;Gian Carlo Minasi;0;Delfini Argentati;Argento e Nero;Onde Argentate
126135;Cristina Manzione;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126136;Simona Nunzia Moncada;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126137;Umberto Favero;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126138;Gaspare Antonio Procacci;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126139;Gregorio Riccardi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126140;Giulia Mura;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126141;Elvio Morgoni;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126142;Maria Rosaria Centinaio;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126143;Ivo Ceccato;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126144;Tarcisio Adragna;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126145;Bruno Morando;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126146;Ada Gabana;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126147;Eva Piloni;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126148;Emilia Grazia Musolino;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126149;Vincenzo Maria Burani Procaccini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126150;Lidia Gasperini;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126151;Adele Lopreiato;0;Gatti Neri;Nero e Viola;
126152;Patrizio Cosenza;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126153;Anna Puglia;0;Delfini Argentati;Argento e Nero;Onde Argentate
126154;Gianpaolo Trevisi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126155;Giulia Corsini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126156;Tancredi Serra;0;Gatti Neri;Nero e Viola;
126157;Gennaro Donno;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126158;Francesco Saverio Saia;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126159;Hans Gabana;0;Orsi Polari;Bianco e Blu;
126160;Elidio Barba;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126161;Filippo Maria Fina;0;Pinguini Polari;Bianco e Nero;
126162;Erika Lauria;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126163;Sabrina Labellarte;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126164;Learco La Mura;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126165;Saverio Salvatore Basini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
126166;Sebastiano Rufa;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126167;Willer Taverna;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126168;Candido Gruosso;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126169;Valerio Benvenuto;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126170;Elvio Senese;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126171;Fedele Bocchino;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126172;Pierluigi Botto;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126173;Francesco Enrico Travaglia;0;Pinguini Polari;Bianco e Nero;
126174;Mario Alejandro Cucca;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126175;Italo Mastella;0;Pavoni Reali;Oro e Viola;Ali Reali
126176;Giulio Mario Provera;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126177;Lanfranco Fazzone;0;Ippopotami Viola;Viola e Oro;
126178;Mariastella Cirami;0;Pinguini Polari;Bianco e Nero;
126179;Raffaella Fiormaria Maraventano;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126180;Giulio Ortolani;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126181;Simona Flavia Borghi;0;Delfini Argentati;Argento e Nero;Onde Argentate
126182;Carlo Ricchiuti;0;Orsi Polari;Bianco e Blu;
126183;Stanislao Quagliariello;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126184;Mario Alejandro Petrucci;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126185;Giovanni Vittorio Federici;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126186;Raffaela Taviani;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126187;Tino De Paoli;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126188;Felicia Stradiotto;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126189;Albert Battisti;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126190;Julia Borghesi;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126191;Michele Razzi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126192;Giovanbattista Crosio;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126193;Tiziana Cortelloni;0;Pavoni Reali;Oro e Viola;Ali Reali
126194;Marco Maiorino;0;Aquile Reali;Blu e Oro;Reali del Cielo
126195;Cinzia Dalla Zuanna;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126196;Eugenio Mario Veraldi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126197;Giuseppe Maria Stucchi;0;Gatti Neri;Nero e Viola;
126198;Corrado Zeffirelli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126199;Simona Flavia Adduce;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126200;Albertina Parola;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126201;Vito Claudio Casoli;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126202;Gaetano Scarabosio;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126203;Michelina Bellini;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126204;Anna Rita Carpi;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126205;Giampaolo Saro;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126206;Nico Gabana;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126207;Simone Biondi;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126208;Giuliano La Pietra;0;Cavalieri d'Argento;Argento e Blu;
126209;Gianvittorio Vedani;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126210;Giovanni Pietro Ricciardi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126211;Walter Vacciano;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126212;Susy Puppato;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126213;Maria Laura Puglisi;0;Ippopotami Viola;Viola e Oro;
126214;Salvatore Tito Gagliardi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126215;Gian Carlo Gustavino;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126216;Esterino Saltamartini;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126217;Elidio Longo;0;Pinguini Polari;Bianco e Nero;
126218;Egidio Enrico Marchetti;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126219;Anna Bratina;0;Gatti Neri;Nero e Viola;
126220;Saverio Lombardi Satriani;0;Cavalieri d'Argento;Argento e Blu;
126221;Eva Fantola;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126222;Tilde Mascioni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126223;Erica Gamba;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126224;Egidio Enrico Nannicini;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126225;Ignazio Rapani;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126226;Elio Massimo Ayala;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126227;Maria Ida Renzi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126228;Eugenio Mario Barbolini;0;Orsi Polari;Bianco e Blu;
126229;Bianca Laura Vicini;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
126230;Annamaria Berrino;0;Ippopotami Viola;Viola e Oro;
126231;Accursio Benvenuto;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126232;Simona Battista;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126233;Costanzo Castellone;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126234;Guido Quintino Lonardo;0;Orsi Polari;Bianco e Blu;
126235;Alfonso Scoma;0;Delfini Argentati;Argento e Nero;Onde Argentate
126236;Silvio Emilio De Santis;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
126237;Aurelio Giuseppe Cintola;0;Pinguini Polari;Bianco e Nero;
126238;Ludovico Magnolfi;0;Aquile Reali;Blu e Oro;Reali del Cielo
126239;Meinhard Maiorino;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
126240;Vittoria Francesca Maria Borghesi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
126241;Mara Sangalli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
126242;Corrado Guasti;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126243;Mino Barbato;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
126244;Jonny Marchetti;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126245;Pierpaolo Zanettin;0;Cavalieri d'Argento;Argento e Blu;
126246;Albert Fazio;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
126247;Pierluigi Mirabelli;0;Aquile Reali;Blu e Oro;Reali del Cielo
126248;Stanislao Scalfarotto;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126249;Enzo Mandelli;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126250;Giorgio Musi;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126251;Mariastella Mancino;0;Aquile Blu;Blu e Bianco;Aquile Volanti
126252;Felice Carlo Visentin;0;Pinguini Polari;Bianco e Nero;
126253;Hans Bosi;0;Gatti Neri;Nero e Viola;
126254;Lorenzo Emilio Galioto;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126255;Angelo D'alia;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126256;Lionello Marco Crescenzio;0;Aquile Reali;Blu e Oro;Reali del Cielo
126257;Vito Rosario Abbado;0;Pinguini Polari;Bianco e Nero;
126258;Sara Rotondi;0;Ippopotami Viola;Viola e Oro;
126259;Giulio Di Giorgi;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
126260;Alessandrina Alessandrini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
126261;Eugenio Mario Morgoni;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126262;Lucio Alessio Forcieri;0;Delfini Argentati;Argento e Nero;Onde Argentate
126263;Vincenzo Maria Losurdo;0;Cavalieri d'Argento;Argento e Blu;
126264;Guglielmo Tesei;0;Orsi Polari;Bianco e Blu;
126265;Fulvio Toia;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126266;Nazario Bordon;0;Orsi Polari;Bianco e Blu;
126267;Edo Scibona;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
126268;Assuntela Legnini;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126269;Massimo Vittorio Turano;0;Cavalieri d'Argento;Argento e Blu;
126270;Cesarino Crema;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126271;Antonio Salvatore Piccone;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
126272;Elio Massimo Masini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126273;Oreste Bianchi;0;Orsi Polari;Bianco e Blu;
126274;Gabriele Baccini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126275;Salvo Santini;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
126276;Ettore Randazzo;0;Pinguini Polari;Bianco e Nero;
126277;Cristiano Cario;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
126278;Goffredo Maria Togni;0;Ippopotami Viola;Viola e Oro;
126279;Stanislao Capaldi;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
126280;Beppe Pedrini;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126281;Maria Chiara Scarpa Bonazza Buora;0;Gatti Neri;Nero e Viola;
126282;Ettore Minzolini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
126283;Barbara Borghi;0;Rinoceronti Blu;Verde e Argento;Rino Blu
126284;Mariapia Saia;0;Gatti Neri;Nero e Viola;
126285;Donatella Martone;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
126286;Roberta Sircana;0;Orsi Polari;Bianco e Blu;
126287;Susanna Donatella Di Piazza;0;Orsi Polari;Bianco e Blu;
126288;Adriana Caddeo;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126289;Milos Tedesco;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126290;Raffaele Messina;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
126291;Sonia Giacobbe;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
126292;Adele Poretti;0;Orsi Polari;Bianco e Blu;
126293;Stefania Petrocelli;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
126294;Maria Elisabetta Piatti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
